1,0.2924332618713379,embb,1660976853.2681704
2,0.8446814219156902,mmtc,1660976857.3926897
3,0.8558998107910156,embb,1660976873.513235
4,0.8265218734741211,mmtc,1660976886.6119406
5,0.07312393188476562,urllc,1660976890.7355473
6,0.7832759221394856,mmtc,1660976894.8251777
7,0.383544921875,embb,1660976904.9575639
8,0.08871650695800781,embb,1660976911.0690567
9,0.7654406229654949,embb,1660976915.1591103
10,0.8485247294108074,mmtc,1660976918.2818038
11,0.027021725972493547,urllc,1660976924.3906205
12,0.7899436950683594,urllc,1660976928.4968545
13,0.8107528686523438,mmtc,1660976933.6037695
14,0.8014974594116211,embb,1660976936.711196
15,0.7984091440836589,mmtc,1660976942.8050144
16,0.8382679621378581,embb,1660976947.9132638
17,0.8290777206420898,mmtc,1660976954.0409083
18,0.8108609517415364,urllc,1660976957.14263
19,0.036947886149088484,urllc,1660976972.2479334
20,0.8187573750813801,mmtc,1660976976.3717856
21,0.17460282643636074,embb,1660976981.4615912
22,0.8126777013142903,mmtc,1660976985.586795
23,0.8006677627563477,mmtc,1660976989.6958034
24,0.12938276926676426,embb,1660976996.7854335
25,0.3301550547281901,embb,1660977000.896222
26,0.8645289738972981,urllc,1660977023.038138
27,0.8709376653035481,urllc,1660977028.129756
28,0.808189868927002,urllc,1660977032.2546427
29,0.8207894961039226,mmtc,1660977036.3414693
30,0.8229527473449707,mmtc,1660977042.4664526
31,0.8019647598266602,mmtc,1660977048.5765228
32,0.7787110010782878,mmtc,1660977069.7045264
33,0.7830724716186523,embb,1660977078.81557
34,-0.06998682022094727,embb,1660977083.9239433
35,0.8343014717102051,mmtc,1660977090.0147557
36,0.15954669316609707,urllc,1660977094.1223998
37,-0.0626276334126791,urllc,1660977108.2579784
38,-0.13407373428344727,urllc,1660977118.3726406
39,0.8301815986633301,urllc,1660977122.4796066
40,0.8196498552958171,embb,1660977131.5881717
41,-0.08481645584106445,urllc,1660977135.6790373
42,-0.12447341283162441,embb,1660977140.8012629
