# iterator, reward_latency, reward_throughput, timestamp 
1,111.3288402557373,958.0847865992341,1656373585.9192123
2,100.4709005355835,959.0409590409816,1656373589.3729646
3,125.46014785766602,958.0838323353746,1656373592.8163178
4,92.45717525482178,958.0838323353022,1656373596.2923563
5,94.9166218439738,958.0838323353746,1656373600.7524407
6,74.73218441009521,958.0838323352658,1656373604.194204
7,74.7913122177124,959.0409590409816,1656373608.196343
8,73.80171616872151,1070.9290709290963,1656373615.6767328
9,102.20885276794434,958.0838323352658,1656373619.1337976
10,73.49566618601482,958.0838323353746,1656373622.5733786
11,55.77389399210612,958.0838323352658,1656373626.0533977
12,76.68217023213704,958.0838323352658,1656373631.5088513
13,75.21351178487141,958.0838323352658,1656373634.9645991
14,127.6634931564331,959.0409590409816,1656373638.4119182
