# iterator, reward_latency, reward_throughput, timestamp 
1,67.74008274078369,957.7654262760515,1656373157.3022754
2,101.14932060241699,957.1286141575138,1656373160.7771978
3,124.83596801757812,958.0838323353204,1656373166.238794
4,75.74137051900227,958.0838323353204,1656373169.7001348
5,73.86660575866699,958.4028745705317,1656373173.1441953
6,91.91723664601643,1181.636726546895,1656373179.6080105
7,94.97137864430745,958.0838323353204,1656373183.0650098
8,52.623589833577476,958.0838323353204,1656373186.5383792
9,101.02462768554688,958.0838323353204,1656373190.0011854
10,26.362935702006023,958.7219168057612,1656373193.444839
11,69.49349244435628,958.0838323353295,1656373196.9053383
12,101.99785232543945,959.0409590409545,1656373200.3734517
13,94.3210522333781,959.0409590409816,1656373209.8197703
