# iterator, reward, timestamp 
1,61.64515018463135,1647530264.2100234
2,56.16486072540283,1647530267.3164573
3,94.20295556386311,1647530270.4219763
4,96.85202439626057,1647530275.4293635
5,126.52242183685303,1647530283.542821
6,126.79779529571533,1647530286.5470653
7,94.68388557434082,1647530290.6536853
8,91.70130888621013,1647530295.6617794
9,126.46710872650146,1647530301.7695642
10,94.25071875254314,1647530304.8761208
11,128.11803817749023,1647530307.9823515
12,95.63370545705159,1647530314.0942392
13,74.5026667912801,1647530317.200057
14,92.92924404144287,1647530321.3075318
15,55.54107824961344,1647530324.4138827
16,101.88102722167969,1647530328.5207703
17,101.74262523651123,1647530334.5290148
18,73.0885664621989,1647530338.6360364
19,103.64913940429688,1647530342.7451415
20,32.98016389211019,1647530345.8512943
21,27.831514676411945,1647530348.8548236
22,26.69227123260498,1647530351.8593562
23,25.756080945332844,1647530354.8630757
24,28.396765391031902,1647530357.8667948
25,27.60763963063558,1647530360.8717122
26,27.434905370076496,1647530363.875758
27,27.283271153767902,1647530366.880324
28,29.80331579844157,1647530369.884585
29,26.09860897064209,1647530372.8886113
30,26.357571283976238,1647530375.89588
31,28.35094928741455,1647530378.899455
32,27.057528495788574,1647530381.9015625
33,27.242581049601238,1647530384.9054415
34,27.099013328552246,1647530387.9100614
35,26.616215705871582,1647530390.9130964
36,26.655157407124836,1647530393.917526
37,33.267974853515625,1647530396.9202106
38,26.017626126607258,1647530399.9248524
39,27.503291765848797,1647530402.9292297
40,27.657588322957356,1647530405.933276
41,25.913079579671223,1647530408.9371824
42,31.32168451944987,1647530411.9414968
43,31.671881675720215,1647530414.9452057
44,28.278787930806477,1647530417.9495482
45,30.285875002543133,1647530420.953555
46,28.232336044311523,1647530423.957362
47,27.53118673960368,1647530426.9612148
48,26.962637901306152,1647530429.9647589
49,27.129252751668293,1647530432.9699578
50,25.215744972229004,1647530435.9719644
51,28.304338455200195,1647530438.976061
52,27.23844846089681,1647530441.979694
53,26.939113934834797,1647530444.9819417
54,26.905298233032227,1647530447.9856305
55,27.818799018859863,1647530450.9926305
56,28.771003087361652,1647530453.996761
57,28.91365687052409,1647530457.0006733
58,28.767943382263184,1647530460.004147
59,28.683026631673176,1647530463.0077827
60,29.254833857218426,1647530466.012334
61,27.657469113667805,1647530469.0170417
62,29.00254726409912,1647530472.0208907
63,28.336564699808758,1647530475.0254002
64,28.900901476542156,1647530478.0295928
65,25.794307390848797,1647530481.0339692
66,26.73518657684326,1647530484.0390034
67,27.69021193186442,1647530487.0436032
68,27.459462483723957,1647530490.0477908
69,28.221805890401203,1647530493.0512853
70,28.98093064626058,1647530496.0551891
71,27.66720453898112,1647530499.0592048
72,26.799639066060383,1647530502.0638316
73,24.938782056172688,1647530505.0689795
74,27.07187334696452,1647530508.073671
75,27.7177890141805,1647530511.0776482
76,26.744604110717773,1647530514.0823867
77,27.759830156962078,1647530517.0861807
78,27.046839396158855,1647530520.0901375
79,27.728716532389324,1647530523.0950472
80,25.90938409169515,1647530526.0991206
81,27.691364288330078,1647530529.103908
82,27.18178431193034,1647530532.1081133
83,27.01437473297119,1647530535.1121728
84,27.931849161783855,1647530538.1164002
85,27.658541997273762,1647530541.121616
86,27.513504028320312,1647530544.1260748
87,28.10029188791911,1647530547.130491
88,28.590083122253418,1647530550.1347702
89,27.82328923543294,1647530553.137794
90,28.25621763865153,1647530556.141747
91,32.42361545562744,1647530559.1455626
92,26.7791748046875,1647530562.150202
93,27.78176466623942,1647530565.1546757
94,25.002241134643555,1647530568.1584494
95,28.582533200581867,1647530571.1627297
96,28.784632682800293,1647530574.166736
97,28.310179710388184,1647530577.1762764
98,27.572234471638996,1647530580.1807346
99,28.362393379211426,1647530583.185115
100,27.45695908864339,1647530586.1897779
101,27.164022127787273,1647530589.1935089
102,26.77651246388753,1647530592.1973584
103,28.679927190144856,1647530595.2018254
104,28.387943903605144,1647530598.2059746
105,26.98361873626709,1647530601.2111077
