# iterator, reward, timestamp 
1,41.082521279652916,1647898922.5846462
2,93.14560890197754,1647898926.0469117
3,74.87424214680989,1647898930.509796
4,94.17883555094402,1647898933.9712818
5,99.98595714569092,1647898938.4349573
6,92.52174695332845,1647898943.8996294
7,93.94478797912598,1647898947.3633332
8,51.13577842712402,1647898950.822113
9,72.98461596171062,1647898954.2880325
10,101.26841068267822,1647898957.7496884
11,122.79987335205078,1647898962.2143788
12,92.11281935373943,1647898965.6741536
13,73.25319449106853,1647898969.134079
14,76.14274819691975,1647898972.5945141
15,36.5519126256307,1647898976.0575542
16,126.0228157043457,1647898983.5238786
17,91.84757868448894,1647898987.9844968
18,93.30348173777263,1647898992.9919145
19,90.75530370076497,1647899001.458918
20,124.73893165588379,1647899006.9232092
21,91.06723467508952,1647899010.3816254
22,73.60939184824626,1647899015.843069
23,101.48906707763672,1647899019.3023777
24,98.9226500193278,1647899023.763034
25,92.29222933451335,1647899027.2246914
26,123.7267255783081,1647899032.688718
27,74.89887873331706,1647899036.150593
28,123.47412109375,1647899040.6139498
29,124.18901920318604,1647899045.6206973
30,101.39918327331543,1647899049.0856543
31,74.89577929178874,1647899053.5461912
32,55.50181865692139,1647899057.0084333
33,100.06046295166016,1647899061.4680915
34,93.15554300944011,1647899066.9333992
35,74.2495854695638,1647899071.3989012
36,73.70543479919434,1647899077.4071612
37,93.5745636622111,1647899081.8680031
38,93.87445449829102,1647899084.8712323
39,91.71998500823975,1647899088.3340206
40,107.2913408279419,1647899093.7980614
41,27.710835138956707,1647899097.2594593
42,95.43184439341228,1647899102.720246
43,100.98147392272949,1647899106.1816156
44,27.105013529459637,1647899109.6423233
45,25.997360547383625,1647899112.6462643
46,25.004863739013672,1647899115.6492765
47,25.45770009358724,1647899118.6531618
48,26.579419771830242,1647899121.6573164
49,26.480356852213543,1647899124.6611412
50,26.328444480895996,1647899127.6652966
51,26.912132898966473,1647899130.669636
52,27.489264806111652,1647899133.6756606
53,23.500919342041016,1647899136.677844
54,25.261282920837402,1647899139.6815856
55,25.89893341064453,1647899142.6851897
56,25.72766939798991,1647899145.6886742
57,27.35435962677002,1647899148.6921883
58,26.20561917622884,1647899151.6971073
59,26.314298311869305,1647899154.700893
60,26.61736806233724,1647899157.7056952
61,28.69681517283122,1647899160.7104814
62,26.570359865824383,1647899163.7150657
63,27.781446774800617,1647899166.7187943
64,27.22775936126709,1647899169.72298
65,27.143319447835285,1647899172.7257812
66,25.42237440745036,1647899175.7305405
67,26.795585950215656,1647899178.7355206
68,24.459481239318848,1647899181.7396393
69,27.150432268778484,1647899184.7440224
70,25.71570873260498,1647899187.7471616
71,27.04731623331706,1647899190.751102
72,26.25993887583415,1647899193.7542691
73,25.429407755533855,1647899196.7584105
74,26.691198348999023,1647899199.7627769
75,25.997201601664226,1647899202.7670476
76,25.803565979003906,1647899205.7704854
77,26.88761552174886,1647899208.77538
78,26.505510012308758,1647899211.7796853
79,26.013414065043133,1647899214.783343
80,26.852130889892578,1647899217.78651
81,26.099363962809246,1647899220.7907188
82,26.653448740641277,1647899223.7954714
83,26.308139165242512,1647899226.7994027
84,26.718854904174805,1647899229.8024142
85,27.352452278137207,1647899232.805974
86,25.61803658803304,1647899235.8096344
87,26.946226755777996,1647899238.8133988
88,26.417255401611328,1647899241.816872
89,27.801116307576496,1647899244.8205643
90,24.716814359029133,1647899247.824707
91,25.377829869588215,1647899250.8287232
92,25.69878101348877,1647899253.8321524
93,26.455243428548176,1647899256.8354383
94,26.459654172261555,1647899259.8391957
95,26.001652081807453,1647899262.8428383
96,27.15758482615153,1647899265.8467708
97,25.54011344909668,1647899268.849967
98,26.995182037353516,1647899271.8535266
99,26.585857073465984,1647899274.8575444
100,27.25847562154134,1647899277.8609374
101,27.820110321044922,1647899280.864908
102,27.034680048624676,1647899283.8685532
103,25.795578956604004,1647899286.8730195
104,26.52577559153239,1647899289.876801
105,27.857224146525066,1647899292.880409
106,27.227163314819336,1647899295.8854532
107,26.208162307739258,1647899298.8891487
108,26.798248291015625,1647899301.893148
109,26.53225262959798,1647899304.8979228
110,26.19437376658122,1647899307.9017937
111,26.091456413269043,1647899310.9058795
112,25.676568349202473,1647899313.9096837
113,25.76279640197754,1647899316.9144363
114,25.917331377665203,1647899319.9178698
115,26.130477587382,1647899322.9225833
116,26.797811190287273,1647899325.925806
117,26.161829630533855,1647899328.9292157
118,25.180975596110027,1647899331.9331686
119,27.114391326904297,1647899334.9363537
120,26.30194028218587,1647899337.9409404
121,24.9022642771403,1647899340.945815
122,26.236931482950848,1647899343.9487042
123,26.854832967122395,1647899346.9538705
124,32.787044843037926,1647899349.9570491
125,93.64306926727295,1647899354.4194665
126,55.93792597452799,1647899357.8801057
127,45.5328623453776,1647899360.8846095
128,73.70964686075847,1647899364.3454933
129,90.91365337371826,1647899369.8076208
130,75.08432865142822,1647899373.2732508
131,123.4445571899414,1647899376.7344122
132,74.41810766855876,1647899381.1977482
133,95.15066941579182,1647899386.66146
134,125.60558319091797,1647899394.1275184
135,53.844968477884926,1647899397.5885324
136,42.98837979634603,1647899400.592859
137,29.268423716227215,1647899403.596458
138,25.133331616719563,1647899406.6011846
139,25.875568389892578,1647899409.6054015
140,26.598016421000164,1647899412.6088126
141,26.414155960083008,1647899415.6114736
142,26.689926783243816,1647899418.616767
143,28.016527493794758,1647899421.619149
144,26.166200637817383,1647899424.6233103
145,25.31111240386963,1647899427.6268346
146,25.582512219746906,1647899430.6301255
147,26.54842535654704,1647899433.6341178
148,24.81083075205485,1647899436.6389968
149,26.055296262105305,1647899439.6442654
150,26.593724886576336,1647899442.6494336
151,24.634321530659992,1647899445.6540236
152,25.9937842686971,1647899448.658964
153,26.184598604838055,1647899451.6636736
154,27.929107348124187,1647899454.6672258
155,27.858853340148926,1647899457.6718056
156,26.871601740519207,1647899460.6766396
157,26.429176330566406,1647899463.6816247
158,24.66885248819987,1647899466.6866624
159,26.66926383972168,1647899469.691384
160,26.061415672302246,1647899472.6958725
161,26.45560105641683,1647899475.6999094
162,25.657931963602703,1647899478.7035837
163,26.91630522410075,1647899481.7074149
164,25.85144837697347,1647899484.7122564
165,26.592055956522625,1647899487.7169824
166,27.25370724995931,1647899490.7216582
167,27.72839864095052,1647899493.7260303
168,27.747710545857746,1647899496.7319036
169,26.689648628234863,1647899499.7362063
170,28.585632642110188,1647899502.7409587
171,26.677409807840984,1647899505.7451854
172,26.67256196339925,1647899508.7500734
173,26.148637135823567,1647899511.7550147
174,26.463866233825684,1647899514.7600474
175,26.594003041585285,1647899517.764707
176,27.384082476298016,1647899520.7689745
177,26.869535446166992,1647899523.773508
178,26.55216058095296,1647899526.777695
179,26.49990717569987,1647899529.7818167
180,26.762088139851887,1647899532.7862017
181,27.511318524678547,1647899535.7905033
182,25.70056915283203,1647899538.7936852
183,26.688575744628906,1647899541.7981584
184,26.97567145029704,1647899544.8024545
185,27.046044667561848,1647899547.8064044
186,31.54150644938151,1647899550.8090155
187,27.193665504455566,1647899553.8141773
188,26.628931363423664,1647899556.8200133
189,28.256932894388836,1647899559.823221
190,26.67578061421712,1647899562.8275933
191,26.945630709330242,1647899565.8308392
192,27.957995732625324,1647899568.834563
193,24.066925048828125,1647899571.8385696
194,34.13534164428711,1647899574.8424711
195,33.01795323689779,1647899577.846672
196,27.895410855611164,1647899580.8521836
197,27.315775553385418,1647899583.8550653
198,27.190407117207844,1647899586.859626
199,27.469356854756672,1647899589.8635097
200,26.492953300476074,1647899592.8680158
201,26.674826939900715,1647899595.8724105
202,25.63599745432536,1647899598.8770921
203,25.09621779123942,1647899601.8814933
204,27.07060178120931,1647899604.886422
205,26.104529698689777,1647899607.8908155
206,25.474150975545246,1647899610.8948076
207,27.582963307698567,1647899613.8985846
208,26.19493007659912,1647899616.902759
209,27.3209810256958,1647899619.9078739
210,27.542670567830402,1647899622.9102256
