1,0.2986091816366051,embb,1660993670.45327
2,1.0,mmtc,1660993674.5707724
3,-0.059199999996088444,urllc,1660993677.6628582
4,-0.7009454375395959,embb,1660993684.7923543
5,-0.0058336660017351,urllc,1660993714.9276981
6,1.0,mmtc,1660993719.0345619
7,1.0,mmtc,1660993722.115881
8,1.0,mmtc,1660993728.2421303
9,-0.0020144543088494488,urllc,1660993734.354162
10,1.0,mmtc,1660993738.460613
11,-1.0,embb,1660993742.5521317
12,-0.40103677156735545,embb,1660993748.6596513
13,-0.7016106100798981,embb,1660993753.7850158
14,1.0,mmtc,1660993758.891836
15,1.0,mmtc,1660993762.999366
16,1.0,mmtc,1660993767.0020666
17,-0.0015107917473274283,urllc,1660993772.0938363
18,1.0,mmtc,1660993783.2093706
19,-0.0003011764692563253,urllc,1660993788.3086603
20,-0.0037704768784660846,urllc,1660993793.4361238
21,-0.0006653359950836748,urllc,1660993801.540535
22,-0.399967438616255,embb,1660993805.6591268
23,-0.0013448485706605328,urllc,1660993810.7659757
24,-0.0007059607061639738,urllc,1660993816.8658147
25,-0.5520000000912696,urllc,1660993822.9785323
26,-0.0019197178766558257,urllc,1660993828.0709732
27,-0.7003863317210989,embb,1660993833.1889625
28,-0.004476393627241875,urllc,1660993851.2940884
29,-0.7017453093813589,embb,1660993854.3086882
30,-0.0016257701051730351,urllc,1660993859.4216049
31,-0.0027111569382133895,urllc,1660993863.5257995
32,-0.27457618107415893,urllc,1660993867.6163425
33,1.0,mmtc,1660993880.7327113
34,-0.4030598696946061,embb,1660993890.7421217
35,-0.7015792669896191,embb,1660993894.7443845
36,1.0,mmtc,1660993898.749298
37,0.11999999977182597,urllc,1660993902.7462707
38,1.0,mmtc,1660993905.7727547
39,1.0,mmtc,1660993909.7562733
40,1.0,mmtc,1660993918.7828622
41,1.0,mmtc,1660993924.786989
42,-0.0036489865073969898,urllc,1660993934.7991474
43,-0.004931068930075659,urllc,1660993944.7938964
44,-0.6506666667378352,urllc,1660993947.8110547
45,-0.7779555555555067,urllc,1660993952.9138978
46,3.35626148506999e-05,urllc,1660993960.0028563
47,0.11737059196720971,urllc,1660993963.1042955
48,1.0,mmtc,1660993971.2097461
49,-0.0008498168500202397,urllc,1660993977.4011257
50,-0.0005637629881780594,urllc,1660993987.5339677
51,-0.7006594720671533,embb,1660993996.647046
52,-0.0014241194603860688,urllc,1660993999.6639767
53,1.0,mmtc,1660994008.7823198
54,-0.4008426027938758,embb,1660994011.870232
55,-0.0012401224859249777,urllc,1660994015.9972668
56,-0.7857488223854354,embb,1660994023.0827098
57,0.6127999996714294,mmtc,1660994033.1973176
58,1.0,mmtc,1660994036.320903
59,-0.4010762475052335,embb,1660994041.4078114
60,-0.0011704553676402816,urllc,1660994045.5348265
61,1.0,mmtc,1660994048.639268
62,0.6719520956027566,mmtc,1660994052.7338135
63,1.0,mmtc,1660994057.852826
64,1.0,mmtc,1660994062.9608295
65,-0.4011109506615121,embb,1660994069.05433
66,1.0,mmtc,1660994076.1637955
67,1.0,mmtc,1660994080.270548
68,1.0,mmtc,1660994084.2766492
69,-0.001312810941869393,urllc,1660994087.3980699
70,-0.0019001996012042897,urllc,1660994092.5088215
71,-0.0006213004371320519,urllc,1660994096.5123854
72,-0.40295864135876286,embb,1660994102.499454
73,1.0,mmtc,1660994107.5042446
74,-0.7017660678643927,embb,1660994111.5260513
75,1.0,mmtc,1660994115.5125372
76,-0.7015027572029512,embb,1660994127.5465615
77,1.0,mmtc,1660994131.5359051
78,-0.004877788877991339,urllc,1660994135.5629354
79,0.00100931733286893,urllc,1660994140.6682665
80,1.0,mmtc,1660994144.7752292
81,-0.6998521478522091,embb,1660994149.8551948
82,-0.4009800000002131,embb,1660994153.986275
83,1.0,mmtc,1660994160.0920959
84,1.0,mmtc,1660994166.1925964
85,1.0,mmtc,1660994170.2960072
86,-0.5968000000821426,embb,1660994173.3922954
87,-0.00037194479900055254,urllc,1660994179.491077
88,1.0,mmtc,1660994189.6251802
89,-0.40079997293485775,embb,1660994193.733293
90,-0.0007592407594441125,urllc,1660994196.8362522
91,-0.4443007999820358,embb,1660994201.9307985
92,-0.40080800955549106,embb,1660994211.0426686
