# iterator, reward_latency, reward_throughput, timestamp 
1,81.12967014312744,1070.1793216763706,1656373650.3564324
2,131.42848014831543,957.1286141575952,1656373654.7967596
3,55.22572994232178,958.721916805743,1656373658.2765207
4,126.46603584289551,957.1286141574866,1656373664.7242913
5,94.76959705352783,958.402874570577,1656373668.1858292
6,74.49634869893391,958.0838323353746,1656373671.6417468
7,75.43607552846272,958.402874570577,1656373675.6465952
8,94.31469440460205,957.7654262760061,1656373682.1049495
9,73.822816212972,1070.498363911573,1656373686.5830925
10,94.49978669484456,958.0838323353746,1656373690.042197
11,93.36777528127034,958.0838323353746,1656373694.4870384
12,94.01126702626546,958.0838323353746,1656373697.965766
