# iterator, reward, timestamp 
1,959.0409590407638,1655206219.1864374
2,958.0838323349398,1655206223.3118715
3,959.0409590407638,1655206226.416357
4,959.0409590407638,1655206229.5163755
5,959.0409590407638,1655206233.6292572
6,958.0838323349398,1655206240.7367435
7,958.0838323349398,1655206243.7423148
8,957.1286141569441,1655206249.8515723
9,1182.8171828169422,1655206252.957934
10,958.7219168066486,1655206256.063802
11,1180.1408523437397,1655206259.168489
12,1064.9746012513654,1655206262.2732322
13,958.0838323349398,1655206265.3625784
14,959.0409590407638,1655206268.38247
15,958.0838323349398,1655206273.4904172
16,958.0838323349398,1655206277.597932
17,958.0838323349398,1655206280.6881056
18,958.7219168054891,1655206283.7087033
19,958.0838323349398,1655206286.710423
20,957.1286141569441,1655206289.6981983
21,958.7219168054891,1655206292.7172427
22,958.0838323349398,1655206295.721522
23,958.7219168054891,1655206298.7242491
24,958.0838323349398,1655206301.7277036
25,1069.8602794406827,1655206304.7295024
26,958.4028745702144,1655206307.7337813
27,1069.8602794406827,1655206310.7383442
28,957.1286141569441,1655206313.7382526
29,958.0838323349398,1655206316.7438638
30,956.1752988040048,1655206319.7462485
31,1070.4983639112322,1655206322.751499
32,959.0409590407638,1655206325.7544427
33,1069.8602794406827,1655206328.7570183
34,956.1752988063146,1655206331.7468936
35,958.0838323349398,1655206334.765694
36,958.0838323349398,1655206337.7686331
37,959.0409590407638,1655206340.749679
38,959.0409590407638,1655206343.7687047
39,959.0409590407638,1655206346.770678
40,959.0409590407638,1655206349.773129
41,959.0409590407638,1655206352.7765129
42,958.0838323349398,1655206355.7847645
43,958.0838323349398,1655206358.7825902
44,957.1286141581013,1655206361.7899964
45,957.1286141569441,1655206364.7947469
46,958.0838323349398,1655206367.7973073
47,1068.793619141921,1655206370.801895
48,958.0838323349398,1655206373.80245
49,956.493070588318,1655206376.8058891
50,956.1752988063146,1655206379.792555
51,956.1752988040048,1655206382.8133166
52,957.7654262756079,1655206385.8161519
53,957.1286141569441,1655206388.8173275
54,959.0409590407638,1655206391.8156176
55,957.1286141592585,1655206394.824592
56,957.1286141569441,1655206397.8091664
57,959.0409590407638,1655206400.8128176
58,957.4470202185903,1655206403.832718
59,957.1286141569441,1655206406.8388493
60,958.7219168054891,1655206409.840345
61,958.0838323349398,1655206412.8441036
62,956.8108423737859,1655206415.8483198
63,959.0409590407638,1655206418.8449736
64,959.0409590407638,1655206421.8468182
65,958.0838323349398,1655206424.8490872
66,958.0838323360994,1655206427.8513389
67,958.0838323349398,1655206430.8527856
68,958.0838323349398,1655206433.8542104
69,958.0838323349398,1655206436.8569353
70,959.0409590407638,1655206439.8597038
71,960.0,1655206442.8616855
72,959.0409590407638,1655206445.864363
73,958.0838323372587,1655206448.8659487
74,1070.929070928853,1655206451.8684325
75,960.0,1655206454.8706021
76,1070.929070928853,1655206457.873998
77,958.0838323349398,1655206460.8601985
78,957.1286141569441,1655206463.8846188
79,958.0838323349398,1655206466.8822963
80,958.0838323349398,1655206469.8835952
81,957.1286141581013,1655206472.8910398
82,1070.929070928853,1655206475.8947093
83,958.0838323349398,1655206478.892079
84,958.0838323349398,1655206481.8945086
85,958.0838323349398,1655206484.8973594
86,958.4028745702144,1655206487.8993309
87,959.0409590407638,1655206490.8844104
88,958.0838323349398,1655206493.9029045
89,956.1752988051597,1655206496.9097326
90,958.0838323349398,1655206499.9148803
91,957.1286141592585,1655206502.897785
92,958.4028745702144,1655206505.9175627
93,957.1286141569441,1655206508.9238439
94,958.0838323349398,1655206511.9264398
95,959.0409590407638,1655206514.9236116
96,958.4035107461573,1655206517.9323611
97,957.1286141569441,1655206520.9165912
98,956.1752988051597,1655206523.938889
99,956.8108423726311,1655206526.9409947
100,958.0838323349398,1655206529.940773
101,959.0409590407638,1655206532.9434357
102,958.0838323349398,1655206535.9454288
103,957.1286141569441,1655206538.9376516
104,959.0409590407638,1655206541.9585745
105,956.1752988040048,1655206544.962002
106,958.0838323349398,1655206547.9492083
107,960.0,1655206550.9704957
108,957.1286141569441,1655206553.9728725
109,957.1286141569441,1655206556.9760823
110,959.0409590407638,1655206559.9750407
111,959.0409590430876,1655206562.9772468
112,959.0409590407638,1655206565.9795394
113,956.1752988063146,1655206568.9881103
114,958.0838323349398,1655206571.9894257
115,1069.4304312605848,1655206574.9762394
116,959.0409590407638,1655206577.9967115
117,1070.4983639112322,1655206580.9824917
118,959.0409590407638,1655206583.997415
119,1068.793619143483,1655206587.0000062
120,960.0,1655206590.001285
121,958.0838323349398,1655206593.003316
122,958.0838323349398,1655206596.006988
123,1070.929070928853,1655206599.010377
124,957.1286141569441,1655206602.0183876
125,1069.8602794430017,1655206605.0158775
126,959.0409590407638,1655206608.0183432
127,959.0409590407638,1655206611.0263195
128,958.7219168054891,1655206614.0287828
129,958.0838323349398,1655206617.0331733
130,958.0838323349398,1655206620.035886
131,958.0838323349398,1655206623.0398085
132,959.0409590407638,1655206626.043269
133,958.0838323349398,1655206629.0470202
134,959.0409590407638,1655206632.0511663
135,956.1752988040048,1655206635.0537016
136,1070.4983639127975,1655206638.0559714
137,957.7654262756079,1655206641.039268
138,958.0838323349398,1655206644.0630982
139,957.1286141569441,1655206647.0666702
140,957.1286141569441,1655206650.0712347
141,959.3612774449799,1655206653.0759635
142,956.8108423761004,1655206656.0780559
143,958.7219168054891,1655206659.0792658
144,957.1286141569441,1655206662.0853775
145,1068.793619141921,1655206665.0885744
146,957.1286141569441,1655206668.09044
147,959.0409590407638,1655206671.089521
148,958.0838323349398,1655206674.0899186
149,959.0409590407638,1655206677.0920117
150,958.0838323349398,1655206680.0937278
151,1070.929070928853,1655206683.095843
152,958.0838323349398,1655206686.1049986
153,959.0409590407638,1655206689.1053174
154,959.0409590407638,1655206692.10566
155,957.1286141569441,1655206695.112771
156,958.0838323349398,1655206698.0993674
157,957.1286141569441,1655206701.1023464
158,958.4028745702144,1655206704.1220317
159,959.0409590407638,1655206707.120526
160,959.0409590407638,1655206710.1224468
161,959.0409590407638,1655206713.1227586
162,959.0409590407638,1655206716.1259317
163,958.4028745702144,1655206719.129072
164,1070.929070928853,1655206722.113494
165,958.0838323349398,1655206725.1379557
166,1068.793619141921,1655206728.1399784
167,959.0409590407638,1655206731.1384077
168,958.0838323349398,1655206734.1405268
169,960.0,1655206737.142796
170,957.7654262756079,1655206740.1508045
171,958.0838323349398,1655206743.1543708
172,1069.8602794406827,1655206746.1574898
173,958.7219168054891,1655206749.1609364
174,1069.8602794406827,1655206752.1638045
175,957.7654262756079,1655206755.15157
176,958.0838323349398,1655206758.1648395
177,956.1752988063146,1655206761.1710248
178,958.0838323349398,1655206764.1743543
179,957.7654262756079,1655206767.1772711
180,957.1286141569441,1655206770.1749806
181,959.0409590407638,1655206773.1787994
182,958.0838323349398,1655206776.1787753
183,959.0409590407638,1655206779.18121
184,960.0,1655206782.1877823
185,959.0409590407638,1655206785.1861255
186,958.7219168054891,1655206788.1934032
187,957.1286141569441,1655206791.1794791
188,1068.793619141921,1655206794.2003562
189,1069.8602794406827,1655206797.199542
190,959.0409590407638,1655206800.1843772
191,959.6803196802547,1655206803.206293
192,959.0409590407638,1655206806.2054133
193,959.6803196802547,1655206809.2072775
194,958.7219168054891,1655206812.1937838
195,959.0409590407638,1655206815.211593
196,958.0838323349398,1655206818.213477
197,958.0838323349398,1655206821.2151785
198,1068.793619141921,1655206824.2221758
199,957.447020216276,1655206827.2237558
200,958.0838323349398,1655206830.2224016
201,959.0409590407638,1655206833.2251387
202,959.0409590407638,1655206836.2323968
203,958.0838323349398,1655206839.2362418
204,957.1286141569441,1655206842.2402754
205,1069.8602794406827,1655206845.2380455
206,958.0838323349398,1655206848.240346
207,1070.929070928853,1655206851.2418926
208,959.0409590407638,1655206854.2445061
209,958.0838323349398,1655206857.2468517
210,958.7219168054891,1655206860.2492826
211,959.0409590407638,1655206863.2515745
212,958.7219168054891,1655206866.259964
213,957.4470202185903,1655206869.2644355
214,958.0838323349398,1655206872.262532
215,958.0838323349398,1655206875.269721
216,1069.8602794406827,1655206878.2724059
217,1068.793619143483,1655206881.2739012
