# iterator, reward_latency, reward_throughput, timestamp 
1,67.69323348999023,956.0211529611685,1655372259.9586313
2,94.94296709696452,958.0838323349398,1655372265.4376361
3,73.87967904408772,957.7654262767651,1655372268.8967733
4,74.90519682566325,958.0838323349398,1655372274.3599858
5,54.95580037434896,958.0838323349398,1655372277.8184335
6,75.13467470804851,1070.2909864567353,1655372281.282675
7,93.23954582214355,958.0838323349398,1655372284.7457044
8,124.26447868347168,957.1286141604156,1655372289.186915
9,52.34841505686442,957.4470202209095,1655372292.6691697
10,40.451765060424805,959.0409590372784,1655372295.6732242
11,95.01131375630696,1499.5014955179847,1655372311.1500614
12,127.45153903961182,958.0838323349398,1655372315.6097708
13,74.24561182657878,958.0838323349398,1655372319.0716155
14,71.03192806243896,958.0838323349398,1655372323.0706456
15,74.05392328898112,957.7654262744508,1655372328.519226
16,37.912845611572266,957.1286141534725,1655372331.9810774
17,93.58123938242595,958.0838323349398,1655372335.437684
18,94.95468934377034,957.7654262767651,1655372338.916251
19,92.21688906351726,958.0838323349398,1655372342.3753567
20,72.92815049489339,1069.8602794406827,1655372345.8337002
21,94.291090965271,958.0838323349398,1655372349.2730196
22,92.8337574005127,957.1286141581013,1655372352.7526915
23,99.64799880981445,959.0409590442492,1655372357.1975927
24,105.4153839747111,958.0838323349398,1655372362.6620803
25,73.61169656117757,957.7654262767651,1655372366.1375122
26,95.04175186157227,1403.788634101943,1655372370.5997384
27,95.44344743092854,957.765426281403,1655372374.6046896
28,55.35733699798584,958.0838323349398,1655372378.0399108
29,74.65064525604248,959.0409590396021,1655372381.4942021
30,93.70843569437663,958.0838323349398,1655372384.9685893
31,127.64692306518555,957.1286141534725,1655372393.4206784
32,131.0422420501709,956.1752988040048,1655372402.4320436
33,96.95200125376384,959.0409590372784,1655372406.890605
34,93.51420402526855,958.0838323349398,1655372411.3713799
35,93.26569239298503,957.1286141534725,1655372414.8334944
36,93.76716613769531,1276.4898916053955,1655372418.8244202
37,93.81691614786784,957.1286141581013,1655372422.2858255
38,94.63441371917725,958.0838323349398,1655372425.3061304
39,53.784688313802086,1070.0857427689816,1655372428.7655797
40,127.13849544525146,958.0838323349398,1655372434.2288532
41,73.38452339172363,958.0838323349398,1655372437.6691554
42,91.81670347849528,958.0838323349398,1655372441.1495728
43,72.33977317810059,1117.7644710574298,1655372445.6118743
44,94.2759911219279,1180.458624128865,1655372451.0590587
45,101.4409065246582,958.0838323349398,1655372454.5372374
46,70.66730658213298,958.0838323349398,1655372457.9957829
47,72.15356826782227,957.7654262744508,1655372464.0025434
48,125.82886219024658,957.1286141604156,1655372468.446311
49,92.79684225718181,1404.1070401522486,1655372471.9086108
50,101.35054588317871,958.0838323349398,1655372478.3712928
51,73.54255517323811,956.4930705894752,1655372481.8321564
52,125.38862228393555,957.1286141534725,1655372486.3132787
53,92.29803085327148,1180.458624128865,1655372490.7584941
54,72.3423957824707,958.0838323349398,1655372494.2359319
55,100.6474494934082,958.0838323349398,1655372497.6725538
56,93.20712089538574,958.0838323349398,1655372501.1552722
57,74.22165075937907,958.0838323349398,1655372504.615681
58,99.27237033843994,959.0409590372784,1655372508.0602694
59,128.32653522491455,957.1286141604156,1655372514.5247428
60,100.14724731445312,957.1286141604156,1655372519.0029678
61,26.078979174296062,957.128614155787,1655372522.4634078
62,92.36439069112141,1277.4451097799194,1655372525.9255767
63,52.63094107309977,957.1286141534725,1655372529.3655012
64,42.94403394063314,958.0838323349398,1655372532.3889
65,34.295082092285156,1069.8602794406827,1655372535.3929393
66,24.84901746114095,957.1286141604156,1655372538.3783865
67,28.966863950093586,957.1286141604156,1655372541.4002404
68,25.635600090026855,958.0838323349398,1655372544.3879275
69,24.463574091593426,957.1286141581013,1655372547.4071412
70,26.200095812479656,957.128614155787,1655372550.4116313
71,26.355266571044922,958.0838323349398,1655372553.4146247
72,26.30039056142171,957.1286141604156,1655372556.4029756
73,26.22489134470622,958.0838323349398,1655372559.4065764
74,25.71980158487956,957.1286141581013,1655372562.426202
75,25.467475255330402,957.7654262744508,1655372565.4312341
76,26.059587796529133,959.3606393581855,1655372568.434846
