1,0.03213343439394595,1659999080.6839786
2,0.8172219757303201,1659999084.689714
3,0.9534140686935261,1659999088.6940808
4,0.2386658956088008,1659999092.6996326
5,0.33453580652632264,1659999096.7045825
6,0.33125832339677275,1659999101.7090867
7,0.8151848477798209,1659999106.717379
8,0.9204541724388248,1659999110.7226202
9,0.836234564289571,1659999113.7264302
10,0.35202189402990103,1659999117.7313552
11,0.9465242580671691,1659999120.7339733
12,0.9958654720416097,1659999124.7415113
13,0.9333005405009689,1659999130.753396
