1,1.200144489629675,1658995940.343525
2,1.7972974135971649,1658995943.7987797
3,1.544499835387146,1658995947.2580037
4,1.2654355431103204,1658995950.7177615
5,1.4317941326381787,1658995954.192278
6,1.527540903677854,1658995957.6374686
7,1.1142561437351814,1658995961.1130738
8,1.769113136208777,1658995964.5580802
9,1.1304374934033266,1658995968.0198283
10,1.1082760481174856,1658995972.4947236
11,1.4044899905789627,1658995975.936332
12,1.2211394741513377,1658995979.39941
13,1.2904210705774588,1658995983.8744826
14,1.8003291243171982,1658995987.3184576
15,1.507172836693965,1658995990.7972865
16,0.8974123755955222,1658995994.2400477
1,0.9140262543191838,1659989335.9452136
2,1.0605363105918373,1659989340.4119039
3,1.5497254864976928,1659989343.883658
4,1.4581398606006197,1659989349.3540347
5,1.229212507727896,1659989352.8030267
6,1.3257941611606836,1659989356.2797077
7,1.6992901648796988,1659989359.7309313
8,1.2503331548211112,1659989363.21188
9,0.8524002673229174,1659989366.6656191
10,1.017709717188973,1659989371.1058109
11,1.5508348643999428,1659989374.5802448
12,1.4489734736834785,1659989379.0394294
13,0.7793287087921917,1659989382.505719
14,0.6754784052052434,1659989385.9504802
15,1.9614509555770958,1659989389.4108737
1,0.03213343439394595,1659999080.7067888
2,0.8172219757303201,1659999084.7132602
3,0.9534140686935261,1659999088.7018442
4,0.2386658956088008,1659999092.7232056
5,0.33453580652632264,1659999096.7121205
6,0.33125832339677275,1659999101.7150445
7,0.8151848477798209,1659999106.7237496
8,0.9204541724388248,1659999110.7459712
9,0.836234564289571,1659999113.7330775
10,0.35202189402990103,1659999117.7363136
11,0.9465242580671691,1659999120.7575278
12,0.9958654720416097,1659999124.7650955
13,0.9333005405009689,1659999130.7761986
